"","GO.ID","Term","Annotated","Significant","Expected","raw.p.value","padj","ontology"
"10174","GO:0070431","nucleotide-binding oligomerization domain containing 2 signaling pathway",13,0,0.62,"1.00000",1,"BP"
"10175","GO:0070432","regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway",6,0,0.29,"1.00000",1,"BP"
"10176","GO:0070433","negative regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway",4,0,0.19,"1.00000",1,"BP"
"10177","GO:0070434","positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway",2,0,0.1,"1.00000",1,"BP"
"10178","GO:0070444","oligodendrocyte progenitor proliferation",8,0,0.38,"1.00000",1,"BP"
"10179","GO:0070445","regulation of oligodendrocyte progenitor proliferation",8,0,0.38,"1.00000",1,"BP"
"10180","GO:0070446","negative regulation of oligodendrocyte progenitor proliferation",1,0,0.05,"1.00000",1,"BP"
"10181","GO:0070453","regulation of heme biosynthetic process",10,0,0.48,"1.00000",1,"BP"
"10182","GO:0070455","positive regulation of heme biosynthetic process",2,0,0.1,"1.00000",1,"BP"
"10183","GO:0070458","cellular detoxification of nitrogen compound",2,0,0.1,"1.00000",1,"BP"
"10184","GO:0070459","prolactin secretion",4,0,0.19,"1.00000",1,"BP"
"10185","GO:0070460","thyroid-stimulating hormone secretion",1,0,0.05,"1.00000",1,"BP"
"10186","GO:0070471","uterine smooth muscle contraction",4,0,0.19,"1.00000",1,"BP"
"10187","GO:0070472","regulation of uterine smooth muscle contraction",4,0,0.19,"1.00000",1,"BP"
"10188","GO:0070474","positive regulation of uterine smooth muscle contraction",3,0,0.14,"1.00000",1,"BP"
"10189","GO:0070476","rRNA (guanine-N7)-methylation",2,0,0.1,"1.00000",1,"BP"
"10190","GO:0070478","nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay",1,0,0.05,"1.00000",1,"BP"
"10191","GO:0070481","nuclear-transcribed mRNA catabolic process, non-stop decay",1,0,0.05,"1.00000",1,"BP"
"10192","GO:0070483","detection of hypoxia",2,0,0.1,"1.00000",1,"BP"
"10193","GO:0070486","leukocyte aggregation",10,0,0.48,"1.00000",1,"BP"
"10194","GO:0070487","monocyte aggregation",3,0,0.14,"1.00000",1,"BP"
"10195","GO:0070488","neutrophil aggregation",1,0,0.05,"1.00000",1,"BP"
"10196","GO:0070489","T cell aggregation",5,0,0.24,"1.00000",1,"BP"
"10197","GO:0070493","thrombin-activated receptor signaling pathway",4,0,0.19,"1.00000",1,"BP"
"10198","GO:0070498","interleukin-1-mediated signaling pathway",23,0,1.1,"1.00000",1,"BP"
"10199","GO:0070508","cholesterol import",7,0,0.33,"1.00000",1,"BP"
"10200","GO:0070525","tRNA threonylcarbamoyladenosine metabolic process",14,0,0.67,"1.00000",1,"BP"
"10201","GO:0070535","histone H2A K63-linked ubiquitination",29,0,1.38,"1.00000",1,"BP"
"10202","GO:0070537","histone H2A K63-linked deubiquitination",3,0,0.14,"1.00000",1,"BP"
"10203","GO:0070544","histone H3-K36 demethylation",26,0,1.24,"1.00000",1,"BP"
"10204","GO:0070560","protein secretion by platelet",1,0,0.05,"1.00000",1,"BP"
"10205","GO:0070561","vitamin D receptor signaling pathway",13,0,0.62,"1.00000",1,"BP"
"10206","GO:0070562","regulation of vitamin D receptor signaling pathway",11,0,0.52,"1.00000",1,"BP"
"10207","GO:0070563","negative regulation of vitamin D receptor signaling pathway",4,0,0.19,"1.00000",1,"BP"
"10208","GO:0070564","positive regulation of vitamin D receptor signaling pathway",4,0,0.19,"1.00000",1,"BP"
"10209","GO:0070571","negative regulation of neuron projection regeneration",24,0,1.14,"1.00000",1,"BP"
"10210","GO:0070574","cadmium ion transmembrane transport",1,0,0.05,"1.00000",1,"BP"
"10211","GO:0070584","mitochondrion morphogenesis",33,0,1.57,"1.00000",1,"BP"
"10212","GO:0070586","cell-cell adhesion involved in gastrulation",10,0,0.48,"1.00000",1,"BP"
"10213","GO:0070587","regulation of cell-cell adhesion involved in gastrulation",10,0,0.48,"1.00000",1,"BP"
"10214","GO:0070590","spore wall biogenesis",1,0,0.05,"1.00000",1,"BP"
"10215","GO:0070591","ascospore wall biogenesis",1,0,0.05,"1.00000",1,"BP"
"10216","GO:0070601","centromeric sister chromatid cohesion",8,0,0.38,"1.00000",1,"BP"
"10217","GO:0070602","regulation of centromeric sister chromatid cohesion",4,0,0.19,"1.00000",1,"BP"
"10218","GO:0070625","zymogen granule exocytosis",2,0,0.1,"1.00000",1,"BP"
"10219","GO:0070633","transepithelial transport",15,0,0.72,"1.00000",1,"BP"
"10220","GO:0070634","transepithelial ammonium transport",1,0,0.05,"1.00000",1,"BP"
"10221","GO:0070650","actin filament bundle distribution",6,0,0.29,"1.00000",1,"BP"
"10222","GO:0070651","nonfunctional rRNA decay",1,0,0.05,"1.00000",1,"BP"
"10223","GO:0070654","sensory epithelium regeneration",3,0,0.14,"1.00000",1,"BP"
"10224","GO:0070662","mast cell proliferation",1,0,0.05,"1.00000",1,"BP"
"10225","GO:0070664","negative regulation of leukocyte proliferation",55,0,2.62,"1.00000",1,"BP"
"10226","GO:0070666","regulation of mast cell proliferation",1,0,0.05,"1.00000",1,"BP"
"10227","GO:0070667","negative regulation of mast cell proliferation",1,0,0.05,"1.00000",1,"BP"
"10228","GO:0070669","response to interleukin-2",16,0,0.76,"1.00000",1,"BP"
"10229","GO:0070671","response to interleukin-12",8,0,0.38,"1.00000",1,"BP"
"10230","GO:0070672","response to interleukin-15",22,0,1.05,"1.00000",1,"BP"
"10231","GO:0070673","response to interleukin-18",11,0,0.52,"1.00000",1,"BP"
"10232","GO:0070676","intralumenal vesicle formation",2,0,0.1,"1.00000",1,"BP"
"10233","GO:0070681","glutaminyl-tRNAGln biosynthesis via transamidation",6,0,0.29,"1.00000",1,"BP"
"10234","GO:0070682","proteasome regulatory particle assembly",2,0,0.1,"1.00000",1,"BP"
"10235","GO:0070723","response to cholesterol",20,0,0.95,"1.00000",1,"BP"
"10236","GO:0070726","cell wall assembly",1,0,0.05,"1.00000",1,"BP"
"10237","GO:0070729","cyclic nucleotide transport",29,0,1.38,"1.00000",1,"BP"
"10238","GO:0070730","cAMP transport",27,0,1.29,"1.00000",1,"BP"
"10239","GO:0070731","cGMP transport",3,0,0.14,"1.00000",1,"BP"
"10240","GO:0070734","histone H3-K27 methylation",38,0,1.81,"1.00000",1,"BP"
"10241","GO:0070741","response to interleukin-6",35,0,1.67,"1.00000",1,"BP"
"10242","GO:0070778","L-aspartate transmembrane transport",1,0,0.05,"1.00000",1,"BP"
"10243","GO:0070781","response to biotin",2,0,0.1,"1.00000",1,"BP"
"10244","GO:0070782","phosphatidylserine exposure on apoptotic cell surface",1,0,0.05,"1.00000",1,"BP"
"10245","GO:0070816","phosphorylation of RNA polymerase II C-terminal domain",28,0,1.34,"1.00000",1,"BP"
"10246","GO:0070830","bicellular tight junction assembly",80,0,3.82,"1.00000",1,"BP"
"10247","GO:0070831","basement membrane assembly",38,0,1.81,"1.00000",1,"BP"
"10248","GO:0070836","caveola assembly",14,0,0.67,"1.00000",1,"BP"
"10249","GO:0070837","dehydroascorbic acid transport",2,0,0.1,"1.00000",1,"BP"
"10250","GO:0070842","aggresome assembly",7,0,0.33,"1.00000",1,"BP"
"10251","GO:0070843","misfolded protein transport",3,0,0.14,"1.00000",1,"BP"
"10252","GO:0070844","polyubiquitinated protein transport",3,0,0.14,"1.00000",1,"BP"
"10253","GO:0070845","polyubiquitinated misfolded protein transport",3,0,0.14,"1.00000",1,"BP"
"10254","GO:0070846","Hsp90 deacetylation",3,0,0.14,"1.00000",1,"BP"
"10255","GO:0070857","regulation of bile acid biosynthetic process",5,0,0.24,"1.00000",1,"BP"
"10256","GO:0070858","negative regulation of bile acid biosynthetic process",2,0,0.1,"1.00000",1,"BP"
"10257","GO:0070861","regulation of protein exit from endoplasmic reticulum",50,0,2.38,"1.00000",1,"BP"
"10258","GO:0070862","negative regulation of protein exit from endoplasmic reticulum",9,0,0.43,"1.00000",1,"BP"
"10259","GO:0070863","positive regulation of protein exit from endoplasmic reticulum",41,0,1.96,"1.00000",1,"BP"
"10260","GO:0070874","negative regulation of glycogen metabolic process",8,0,0.38,"1.00000",1,"BP"
"10261","GO:0070899","mitochondrial tRNA wobble uridine modification",1,0,0.05,"1.00000",1,"BP"
"10262","GO:0070900","mitochondrial tRNA modification",9,0,0.43,"1.00000",1,"BP"
"10263","GO:0070901","mitochondrial tRNA methylation",6,0,0.29,"1.00000",1,"BP"
"10264","GO:0070903","mitochondrial tRNA thio-modification",2,0,0.1,"1.00000",1,"BP"
"10265","GO:0070914","UV-damage excision repair",10,0,0.48,"1.00000",1,"BP"
"10266","GO:0070922","RISC complex assembly",3,0,0.14,"1.00000",1,"BP"
"10267","GO:0070932","histone H3 deacetylation",12,0,0.57,"1.00000",1,"BP"
"10268","GO:0070933","histone H4 deacetylation",6,0,0.29,"1.00000",1,"BP"
"10269","GO:0070934","CRD-mediated mRNA stabilization",51,0,2.43,"1.00000",1,"BP"
"10270","GO:0070940","dephosphorylation of RNA polymerase II C-terminal domain",7,0,0.33,"1.00000",1,"BP"
"10271","GO:0070942","neutrophil mediated cytotoxicity",5,0,0.24,"1.00000",1,"BP"
"10272","GO:0070943","neutrophil-mediated killing of symbiont cell",2,0,0.1,"1.00000",1,"BP"
"10273","GO:0070944","neutrophil-mediated killing of bacterium",2,0,0.1,"1.00000",1,"BP"
"10274","GO:0070945","neutrophil-mediated killing of gram-negative bacterium",1,0,0.05,"1.00000",1,"BP"
"10275","GO:0070946","neutrophil-mediated killing of gram-positive bacterium",1,0,0.05,"1.00000",1,"BP"
"10276","GO:0070947","neutrophil-mediated killing of fungus",1,0,0.05,"1.00000",1,"BP"
"10277","GO:0070948","regulation of neutrophil mediated cytotoxicity",3,0,0.14,"1.00000",1,"BP"
"10278","GO:0070966","nuclear-transcribed mRNA catabolic process, no-go decay",24,0,1.14,"1.00000",1,"BP"
"10279","GO:0070986","left/right axis specification",12,0,0.57,"1.00000",1,"BP"
"10280","GO:0070987","error-free translesion synthesis",6,0,0.29,"1.00000",1,"BP"
"10281","GO:0070989","oxidative demethylation",15,0,0.72,"1.00000",1,"BP"
"10282","GO:0070995","NADPH oxidation",2,0,0.1,"1.00000",1,"BP"
"10283","GO:0071000","response to magnetism",1,0,0.05,"1.00000",1,"BP"
"10284","GO:0071026","cytoplasmic RNA surveillance",1,0,0.05,"1.00000",1,"BP"
"10285","GO:0071029","nuclear ncRNA surveillance",14,0,0.67,"1.00000",1,"BP"
"10286","GO:0071034","CUT catabolic process",10,0,0.48,"1.00000",1,"BP"
"10287","GO:0071035","nuclear polyadenylation-dependent rRNA catabolic process",14,0,0.67,"1.00000",1,"BP"
"10288","GO:0071036","nuclear polyadenylation-dependent snoRNA catabolic process",3,0,0.14,"1.00000",1,"BP"
"10289","GO:0071037","nuclear polyadenylation-dependent snRNA catabolic process",3,0,0.14,"1.00000",1,"BP"
"10290","GO:0071038","nuclear polyadenylation-dependent tRNA catabolic process",14,0,0.67,"1.00000",1,"BP"
"10291","GO:0071039","nuclear polyadenylation-dependent CUT catabolic process",3,0,0.14,"1.00000",1,"BP"
"10292","GO:0071040","nuclear polyadenylation-dependent antisense transcript catabolic process",3,0,0.14,"1.00000",1,"BP"
"10293","GO:0071041","antisense RNA transcript catabolic process",3,0,0.14,"1.00000",1,"BP"
"10294","GO:0071042","nuclear polyadenylation-dependent mRNA catabolic process",6,0,0.29,"1.00000",1,"BP"
"10295","GO:0071043","CUT metabolic process",10,0,0.48,"1.00000",1,"BP"
"10296","GO:0071046","nuclear polyadenylation-dependent ncRNA catabolic process",14,0,0.67,"1.00000",1,"BP"
"10297","GO:0071047","polyadenylation-dependent mRNA catabolic process",6,0,0.29,"1.00000",1,"BP"
"10298","GO:0071050","sno(s)RNA polyadenylation",2,0,0.1,"1.00000",1,"BP"
"10299","GO:0071072","negative regulation of phospholipid biosynthetic process",10,0,0.48,"1.00000",1,"BP"
"10300","GO:0071076","RNA 3' uridylation",7,0,0.33,"1.00000",1,"BP"
"10301","GO:0071104","response to interleukin-9",1,0,0.05,"1.00000",1,"BP"
"10302","GO:0071106","adenosine 3',5'-bisphosphate transmembrane transport",2,0,0.1,"1.00000",1,"BP"
"10303","GO:0071107","response to parathyroid hormone",25,0,1.19,"1.00000",1,"BP"
"10304","GO:0071109","superior temporal gyrus development",2,0,0.1,"1.00000",1,"BP"
"10305","GO:0071140","resolution of mitotic recombination intermediates",2,0,0.1,"1.00000",1,"BP"
"10306","GO:0071163","DNA replication preinitiation complex assembly",2,0,0.1,"1.00000",1,"BP"
"10307","GO:0071165","GINS complex assembly",2,0,0.1,"1.00000",1,"BP"
"10308","GO:0071166","ribonucleoprotein complex localization",11,0,0.52,"1.00000",1,"BP"
"10309","GO:0071168","protein localization to chromatin",57,0,2.72,"1.00000",1,"BP"
"10310","GO:0071169","establishment of protein localization to chromatin",14,0,0.67,"1.00000",1,"BP"
"10311","GO:0071173","spindle assembly checkpoint signaling",42,0,2,"1.00000",1,"BP"
"10312","GO:0071174","mitotic spindle checkpoint signaling",42,0,2,"1.00000",1,"BP"
"10313","GO:0071205","protein localization to juxtaparanode region of axon",34,0,1.62,"1.00000",1,"BP"
"10314","GO:0071211","protein targeting to vacuole involved in autophagy",6,0,0.29,"1.00000",1,"BP"
"10315","GO:0071215","cellular response to abscisic acid stimulus",1,0,0.05,"1.00000",1,"BP"
"10316","GO:0071216","cellular response to biotic stimulus",232,0,11.07,"1.00000",1,"BP"
"10317","GO:0071218","cellular response to misfolded protein",44,0,2.1,"1.00000",1,"BP"
"10318","GO:0071219","cellular response to molecule of bacterial origin",206,0,9.83,"1.00000",1,"BP"
"10319","GO:0071220","cellular response to bacterial lipoprotein",4,0,0.19,"1.00000",1,"BP"
"10320","GO:0071221","cellular response to bacterial lipopeptide",1,0,0.05,"1.00000",1,"BP"
"10321","GO:0071222","cellular response to lipopolysaccharide",193,0,9.21,"1.00000",1,"BP"
"10322","GO:0071223","cellular response to lipoteichoic acid",3,0,0.14,"1.00000",1,"BP"
"10323","GO:0071224","cellular response to peptidoglycan",2,0,0.1,"1.00000",1,"BP"
"10324","GO:0071225","cellular response to muramyl dipeptide",3,0,0.14,"1.00000",1,"BP"
"10325","GO:0071226","cellular response to molecule of fungal origin",3,0,0.14,"1.00000",1,"BP"
"10326","GO:0071228","cellular response to tumor cell",4,0,0.19,"1.00000",1,"BP"
"10327","GO:0071233","cellular response to leucine",29,0,1.38,"1.00000",1,"BP"
"10328","GO:0071236","cellular response to antibiotic",22,0,1.05,"1.00000",1,"BP"
"10329","GO:0071242","cellular response to ammonium ion",2,0,0.1,"1.00000",1,"BP"
"10330","GO:0071245","cellular response to carbon monoxide",1,0,0.05,"1.00000",1,"BP"
"10331","GO:0071247","cellular response to chromate",1,0,0.05,"1.00000",1,"BP"
"10332","GO:0071257","cellular response to electrical stimulus",5,0,0.24,"1.00000",1,"BP"
"10333","GO:0071262","regulation of translational initiation in response to starvation",5,0,0.24,"1.00000",1,"BP"
"10334","GO:0071264","positive regulation of translational initiation in response to starvation",5,0,0.24,"1.00000",1,"BP"
"10335","GO:0071276","cellular response to cadmium ion",14,0,0.67,"1.00000",1,"BP"
"10336","GO:0071279","cellular response to cobalt ion",4,0,0.19,"1.00000",1,"BP"
"10337","GO:0071280","cellular response to copper ion",3,0,0.14,"1.00000",1,"BP"
"10338","GO:0071281","cellular response to iron ion",3,0,0.14,"1.00000",1,"BP"
"10339","GO:0071283","cellular response to iron(III) ion",1,0,0.05,"1.00000",1,"BP"
"10340","GO:0071285","cellular response to lithium ion",7,0,0.33,"1.00000",1,"BP"
"10341","GO:0071286","cellular response to magnesium ion",57,0,2.72,"1.00000",1,"BP"
"10342","GO:0071287","cellular response to manganese ion",7,0,0.33,"1.00000",1,"BP"
"10343","GO:0071288","cellular response to mercury ion",1,0,0.05,"1.00000",1,"BP"
"10344","GO:0071294","cellular response to zinc ion",3,0,0.14,"1.00000",1,"BP"
"10345","GO:0071299","cellular response to vitamin A",1,0,0.05,"1.00000",1,"BP"
"10346","GO:0071305","cellular response to vitamin D",26,0,1.24,"1.00000",1,"BP"
"10347","GO:0071316","cellular response to nicotine",14,0,0.67,"1.00000",1,"BP"
"10348","GO:0071317","cellular response to isoquinoline alkaloid",2,0,0.1,"1.00000",1,"BP"
"10349","GO:0071321","cellular response to cGMP",7,0,0.33,"1.00000",1,"BP"
"10350","GO:0071332","cellular response to fructose stimulus",3,0,0.14,"1.00000",1,"BP"
"10351","GO:0071335","hair follicle cell proliferation",1,0,0.05,"1.00000",1,"BP"
"10352","GO:0071349","cellular response to interleukin-12",8,0,0.38,"1.00000",1,"BP"
"10353","GO:0071350","cellular response to interleukin-15",11,0,0.52,"1.00000",1,"BP"
"10354","GO:0071351","cellular response to interleukin-18",11,0,0.52,"1.00000",1,"BP"
"10355","GO:0071352","cellular response to interleukin-2",6,0,0.29,"1.00000",1,"BP"
"10356","GO:0071354","cellular response to interleukin-6",35,0,1.67,"1.00000",1,"BP"
"10357","GO:0071358","cellular response to type III interferon",3,0,0.14,"1.00000",1,"BP"
"10358","GO:0071359","cellular response to dsRNA",13,0,0.62,"1.00000",1,"BP"
"10359","GO:0071360","cellular response to exogenous dsRNA",8,0,0.38,"1.00000",1,"BP"
"10360","GO:0071362","cellular response to ether",17,0,0.81,"1.00000",1,"BP"
"10361","GO:0071371","cellular response to gonadotropin stimulus",11,0,0.52,"1.00000",1,"BP"
"10362","GO:0071372","cellular response to follicle-stimulating hormone stimulus",6,0,0.29,"1.00000",1,"BP"
"10363","GO:0071373","cellular response to luteinizing hormone stimulus",5,0,0.24,"1.00000",1,"BP"
"10364","GO:0071374","cellular response to parathyroid hormone stimulus",25,0,1.19,"1.00000",1,"BP"
"10365","GO:0071376","cellular response to corticotropin-releasing hormone stimulus",2,0,0.1,"1.00000",1,"BP"
"10366","GO:0071377","cellular response to glucagon stimulus",1,0,0.05,"1.00000",1,"BP"
"10367","GO:0071380","cellular response to prostaglandin E stimulus",14,0,0.67,"1.00000",1,"BP"
"10368","GO:0071386","cellular response to corticosterone stimulus",4,0,0.19,"1.00000",1,"BP"
"10369","GO:0071387","cellular response to cortisol stimulus",5,0,0.24,"1.00000",1,"BP"
"10370","GO:0071389","cellular response to mineralocorticoid stimulus",8,0,0.38,"1.00000",1,"BP"
"10371","GO:0071391","cellular response to estrogen stimulus",12,0,0.57,"1.00000",1,"BP"
"10372","GO:0071393","cellular response to progesterone stimulus",3,0,0.14,"1.00000",1,"BP"
"10373","GO:0071394","cellular response to testosterone stimulus",13,0,0.62,"1.00000",1,"BP"
"10374","GO:0071397","cellular response to cholesterol",12,0,0.57,"1.00000",1,"BP"
"10375","GO:0071400","cellular response to oleic acid",1,0,0.05,"1.00000",1,"BP"
"10376","GO:0071403","cellular response to high density lipoprotein particle stimulus",5,0,0.24,"1.00000",1,"BP"
"10377","GO:0071405","cellular response to methanol",1,0,0.05,"1.00000",1,"BP"
"10378","GO:0071409","cellular response to cycloheximide",6,0,0.29,"1.00000",1,"BP"
"10379","GO:0071418","cellular response to amine stimulus",3,0,0.14,"1.00000",1,"BP"
"10380","GO:0071420","cellular response to histamine",1,0,0.05,"1.00000",1,"BP"
"10381","GO:0071421","manganese ion transmembrane transport",3,0,0.14,"1.00000",1,"BP"
"10382","GO:0071422","succinate transmembrane transport",7,0,0.33,"1.00000",1,"BP"
"10383","GO:0071423","malate transmembrane transport",7,0,0.33,"1.00000",1,"BP"
"10384","GO:0071440","regulation of histone H3-K14 acetylation",5,0,0.24,"1.00000",1,"BP"
"10385","GO:0071441","negative regulation of histone H3-K14 acetylation",2,0,0.1,"1.00000",1,"BP"
"10386","GO:0071442","positive regulation of histone H3-K14 acetylation",2,0,0.1,"1.00000",1,"BP"
"10387","GO:0071447","cellular response to hydroperoxide",9,0,0.43,"1.00000",1,"BP"
"10388","GO:0071449","cellular response to lipid hydroperoxide",2,0,0.1,"1.00000",1,"BP"
"10389","GO:0071450","cellular response to oxygen radical",9,0,0.43,"1.00000",1,"BP"
"10390","GO:0071451","cellular response to superoxide",9,0,0.43,"1.00000",1,"BP"
"10391","GO:0071454","cellular response to anoxia",5,0,0.24,"1.00000",1,"BP"
"10392","GO:0071455","cellular response to hyperoxia",4,0,0.19,"1.00000",1,"BP"
"10393","GO:0071459","protein localization to chromosome, centromeric region",12,0,0.57,"1.00000",1,"BP"
"10394","GO:0071462","cellular response to water stimulus",17,0,0.81,"1.00000",1,"BP"
"10395","GO:0071464","cellular response to hydrostatic pressure",17,0,0.81,"1.00000",1,"BP"
"10396","GO:0071467","cellular response to pH",19,0,0.91,"1.00000",1,"BP"
"10397","GO:0071468","cellular response to acidic pH",15,0,0.72,"1.00000",1,"BP"
"10398","GO:0071472","cellular response to salt stress",4,0,0.19,"1.00000",1,"BP"
"10399","GO:0071474","cellular hyperosmotic response",10,0,0.48,"1.00000",1,"BP"
"10400","GO:0071476","cellular hypotonic response",3,0,0.14,"1.00000",1,"BP"
"10401","GO:0071480","cellular response to gamma radiation",21,0,1,"1.00000",1,"BP"
"10402","GO:0071481","cellular response to X-ray",10,0,0.48,"1.00000",1,"BP"
"10403","GO:0071484","cellular response to light intensity",2,0,0.1,"1.00000",1,"BP"
"10404","GO:0071486","cellular response to high light intensity",2,0,0.1,"1.00000",1,"BP"
"10405","GO:0071494","cellular response to UV-C",2,0,0.1,"1.00000",1,"BP"
"10406","GO:0071499","cellular response to laminar fluid shear stress",6,0,0.29,"1.00000",1,"BP"
"10407","GO:0071500","cellular response to nitrosative stress",4,0,0.19,"1.00000",1,"BP"
"10408","GO:0071501","cellular response to sterol depletion",20,0,0.95,"1.00000",1,"BP"
"10409","GO:0071503","response to heparin",7,0,0.33,"1.00000",1,"BP"
"10410","GO:0071504","cellular response to heparin",7,0,0.33,"1.00000",1,"BP"
"10411","GO:0071505","response to mycophenolic acid",3,0,0.14,"1.00000",1,"BP"
"10412","GO:0071506","cellular response to mycophenolic acid",3,0,0.14,"1.00000",1,"BP"
"10413","GO:0071514","genomic imprinting",4,0,0.19,"1.00000",1,"BP"
"10414","GO:0071526","semaphorin-plexin signaling pathway",40,0,1.91,"1.00000",1,"BP"
"10415","GO:0071529","cementum mineralization",2,0,0.1,"1.00000",1,"BP"
"10416","GO:0071539","protein localization to centrosome",46,0,2.19,"1.00000",1,"BP"
"10417","GO:0071543","diphosphoinositol polyphosphate metabolic process",7,0,0.33,"1.00000",1,"BP"
"10418","GO:0071544","diphosphoinositol polyphosphate catabolic process",3,0,0.14,"1.00000",1,"BP"
"10419","GO:0071550","death-inducing signaling complex assembly",5,0,0.24,"1.00000",1,"BP"
"10420","GO:0071554","cell wall organization or biogenesis",26,0,1.24,"1.00000",1,"BP"
"10421","GO:0071555","cell wall organization",24,0,1.14,"1.00000",1,"BP"
"10422","GO:0071569","protein ufmylation",7,0,0.33,"1.00000",1,"BP"
"10423","GO:0071573","shelterin complex assembly",3,0,0.14,"1.00000",1,"BP"
"10424","GO:0071577","zinc ion transmembrane transport",12,0,0.57,"1.00000",1,"BP"
"10425","GO:0071578","zinc ion import across plasma membrane",5,0,0.24,"1.00000",1,"BP"
"10426","GO:0071579","regulation of zinc ion transport",2,0,0.1,"1.00000",1,"BP"
"10427","GO:0071580","regulation of zinc ion transmembrane transport",2,0,0.1,"1.00000",1,"BP"
"10428","GO:0071581","regulation of zinc ion transmembrane import",1,0,0.05,"1.00000",1,"BP"
"10429","GO:0071582","negative regulation of zinc ion transport",2,0,0.1,"1.00000",1,"BP"
"10430","GO:0071583","negative regulation of zinc ion transmembrane transport",2,0,0.1,"1.00000",1,"BP"
"10431","GO:0071584","negative regulation of zinc ion transmembrane import",1,0,0.05,"1.00000",1,"BP"
"10432","GO:0071585","detoxification of cadmium ion",2,0,0.1,"1.00000",1,"BP"
"10433","GO:0071586","CAAX-box protein processing",2,0,0.1,"1.00000",1,"BP"
"10434","GO:0071593","lymphocyte aggregation",6,0,0.29,"1.00000",1,"BP"
"10435","GO:0071594","thymocyte aggregation",1,0,0.05,"1.00000",1,"BP"
"10436","GO:0071596","ubiquitin-dependent protein catabolic process via the N-end rule pathway",21,0,1,"1.00000",1,"BP"
"10437","GO:0071602","phytosphingosine biosynthetic process",1,0,0.05,"1.00000",1,"BP"
"10438","GO:0071603","endothelial cell-cell adhesion",4,0,0.19,"1.00000",1,"BP"
"10439","GO:0071605","monocyte chemotactic protein-1 production",6,0,0.29,"1.00000",1,"BP"
"10440","GO:0071608","macrophage inflammatory protein-1 alpha production",5,0,0.24,"1.00000",1,"BP"
"10441","GO:0071612","IP-10 production",5,0,0.24,"1.00000",1,"BP"
"10442","GO:0071613","granzyme B production",1,0,0.05,"1.00000",1,"BP"
"10443","GO:0071616","acyl-CoA biosynthetic process",43,0,2.05,"1.00000",1,"BP"
"10444","GO:0071619","phosphorylation of RNA polymerase II C-terminal domain serine 2 residues",6,0,0.29,"1.00000",1,"BP"
"10445","GO:0071620","phosphorylation of RNA polymerase II C-terminal domain serine 5 residues",6,0,0.29,"1.00000",1,"BP"
"10446","GO:0071623","negative regulation of granulocyte chemotaxis",6,0,0.29,"1.00000",1,"BP"
"10447","GO:0071629","cytoplasm protein quality control by the ubiquitin-proteasome system",1,0,0.05,"1.00000",1,"BP"
"10448","GO:0071630","nuclear protein quality control by the ubiquitin-proteasome system",6,0,0.29,"1.00000",1,"BP"
"10449","GO:0071632","optomotor response",1,0,0.05,"1.00000",1,"BP"
"10450","GO:0071635","negative regulation of transforming growth factor beta production",5,0,0.24,"1.00000",1,"BP"
"10451","GO:0071637","regulation of monocyte chemotactic protein-1 production",6,0,0.29,"1.00000",1,"BP"
"10452","GO:0071638","negative regulation of monocyte chemotactic protein-1 production",3,0,0.14,"1.00000",1,"BP"
"10453","GO:0071639","positive regulation of monocyte chemotactic protein-1 production",3,0,0.14,"1.00000",1,"BP"
"10454","GO:0071640","regulation of macrophage inflammatory protein 1 alpha production",5,0,0.24,"1.00000",1,"BP"
"10455","GO:0071641","negative regulation of macrophage inflammatory protein 1 alpha production",4,0,0.19,"1.00000",1,"BP"
"10456","GO:0071642","positive regulation of macrophage inflammatory protein 1 alpha production",1,0,0.05,"1.00000",1,"BP"
"10457","GO:0071650","negative regulation of chemokine (C-C motif) ligand 5 production",1,0,0.05,"1.00000",1,"BP"
"10458","GO:0071658","regulation of IP-10 production",5,0,0.24,"1.00000",1,"BP"
"10459","GO:0071660","positive regulation of IP-10 production",5,0,0.24,"1.00000",1,"BP"
"10460","GO:0071661","regulation of granzyme B production",1,0,0.05,"1.00000",1,"BP"
"10461","GO:0071663","positive regulation of granzyme B production",1,0,0.05,"1.00000",1,"BP"
"10462","GO:0071672","negative regulation of smooth muscle cell chemotaxis",3,0,0.14,"1.00000",1,"BP"
"10463","GO:0071676","negative regulation of mononuclear cell migration",29,0,1.38,"1.00000",1,"BP"
"10464","GO:0071677","positive regulation of mononuclear cell migration",42,0,2,"1.00000",1,"BP"
"10465","GO:0071680","response to indole-3-methanol",9,0,0.43,"1.00000",1,"BP"
"10466","GO:0071681","cellular response to indole-3-methanol",6,0,0.29,"1.00000",1,"BP"
"10467","GO:0071684","organism emergence from protective structure",30,0,1.43,"1.00000",1,"BP"
"10468","GO:0071696","ectodermal placode development",13,0,0.62,"1.00000",1,"BP"
"10469","GO:0071697","ectodermal placode morphogenesis",13,0,0.62,"1.00000",1,"BP"
"10470","GO:0071698","olfactory placode development",6,0,0.29,"1.00000",1,"BP"
"10471","GO:0071699","olfactory placode morphogenesis",6,0,0.29,"1.00000",1,"BP"
"10472","GO:0071707","immunoglobulin heavy chain V-D-J recombination",5,0,0.24,"1.00000",1,"BP"
